step time inner_iter continuity_l2 mom_u_l2 mom_v_l2
2340 2.309549e+00 1 1.641505e-05 1.055652e-11 9.932677e-16
2350 2.319100e+00 1 1.614637e-05 1.034064e-11 9.900786e-16
2360 2.328646e+00 1 1.588580e-05 1.170075e-11 9.883169e-16
2370 2.338189e+00 1 1.563258e-05 1.146538e-11 9.852013e-16
2380 2.347727e+00 1 1.538715e-05 1.123545e-11 9.821743e-16
2390 2.357262e+00 1 1.514931e-05 1.101084e-11 9.792319e-16
2400 2.366793e+00 1 1.491897e-05 1.133157e-11 9.769472e-16
2410 2.376320e+00 1 1.469591e-05 1.233061e-11 9.762426e-16
2420 2.385843e+00 1 1.447998e-05 1.253279e-11 9.740887e-16
2430 2.395363e+00 1 1.427118e-05 1.228327e-11 9.711460e-16
2440 2.404878e+00 1 1.406943e-05 1.203936e-11 9.682966e-16
2450 2.414390e+00 1 1.387458e-05 1.180094e-11 9.655361e-16
2460 2.423897e+00 1 1.368653e-05 1.156786e-11 9.628609e-16
2470 2.433401e+00 1 1.350517e-05 1.134000e-11 9.602670e-16
2480 2.442901e+00 1 1.333039e-05 1.111724e-11 9.577510e-16
2490 2.452397e+00 1 1.316207e-05 1.089947e-11 9.553093e-16
2500 2.461890e+00 1 1.300015e-05 1.139391e-11 9.533602e-16
2510 2.471378e+00 1 1.284458e-05 1.230469e-11 9.515643e-16
2520 2.480862e+00 1 1.269480e-05 1.206848e-11 9.492554e-16
2530 2.490343e+00 1 1.255120e-05 1.183745e-11 9.470142e-16
2540 2.499820e+00 1 1.241351e-05 1.161147e-11 9.448378e-16
2550 2.509293e+00 1 1.228187e-05 1.293538e-11 9.447908e-16
2560 2.518762e+00 1 1.215529e-05 1.268888e-11 9.425407e-16
2570 2.528227e+00 1 1.203447e-05 1.244768e-11 9.403631e-16
2580 2.537689e+00 1 1.191910e-05 1.221166e-11 9.382544e-16
2590 2.547146e+00 1 1.180905e-05 1.198070e-11 9.362117e-16
2600 2.556600e+00 1 1.170418e-05 1.175470e-11 9.342321e-16
2610 2.566050e+00 1 1.160441e-05 1.166371e-11 9.324490e-16
2620 2.575496e+00 1 1.150953e-05 1.174093e-11 9.308216e-16
2630 2.584938e+00 1 1.141948e-05 1.152128e-11 9.289816e-16
2640 2.594376e+00 1 1.133465e-05 1.407149e-11 9.278919e-16
2650 2.603811e+00 1 1.125347e-05 1.381344e-11 9.261053e-16
2660 2.613242e+00 1 1.117715e-05 1.356075e-11 9.243741e-16
2670 2.622668e+00 1 1.110521e-05 1.329281e-11 9.227298e-16
2680 2.632091e+00 1 1.103785e-05 1.495340e-11 9.226382e-16
2690 2.641511e+00 1 1.097379e-05 1.442433e-11 9.209275e-16
2700 2.650926e+00 1 1.091396e-05 1.450365e-11 9.192738e-16
2710 2.660338e+00 1 1.085802e-05 1.450935e-11 9.177139e-16
2720 2.669745e+00 1 1.080570e-05 1.424998e-11 9.161493e-16
2730 2.679149e+00 1 1.075704e-05 1.399583e-11 9.146352e-16
2740 2.688549e+00 1 1.071191e-05 1.364019e-11 9.131860e-16
2750 2.697946e+00 1 1.067007e-05 1.339774e-11 9.117655e-16
2760 2.707338e+00 1 1.063180e-05 1.483867e-11 9.107497e-16
2770 2.716727e+00 1 1.059611e-05 1.457700e-11 9.093892e-16
2780 2.726112e+00 1 1.056369e-05 1.460656e-11 9.081054e-16
2790 2.735493e+00 1 1.053422e-05 1.430027e-11 9.068582e-16
2800 2.744870e+00 1 1.050786e-05 1.609161e-11 9.066874e-16
2810 2.754244e+00 1 1.048337e-05 1.611308e-11 9.057058e-16
2820 2.763614e+00 1 1.046168e-05 1.583223e-11 9.044141e-16
2830 2.772980e+00 1 1.044253e-05 1.555686e-11 9.031665e-16
2840 2.782342e+00 1 1.042575e-05 1.528686e-11 9.019612e-16
2850 2.791700e+00 1 1.041126e-05 1.502211e-11 9.007965e-16
2860 2.801055e+00 1 1.039940e-05 1.650860e-11 8.999345e-16
2870 2.810406e+00 1 1.038883e-05 1.622507e-11 8.988261e-16
2880 2.819753e+00 1 1.038053e-05 1.594700e-11 8.977548e-16
2890 2.829096e+00 1 1.037419e-05 1.567428e-11 8.967190e-16
2900 2.838436e+00 1 1.036970e-05 1.547236e-11 8.957696e-16
2910 2.847771e+00 1 1.036692e-05 1.534945e-11 8.951116e-16
2920 2.857103e+00 1 1.036552e-05 1.508758e-11 8.941355e-16
2930 2.866431e+00 1 1.036577e-05 1.483072e-11 8.931925e-16
2940 2.875756e+00 1 1.036750e-05 1.457875e-11 8.922811e-16
2950 2.885077e+00 1 1.037103e-05 1.583112e-11 8.915745e-16
2960 2.894394e+00 1 1.037518e-05 1.556467e-11 8.907089e-16
2970 2.903707e+00 1 1.038091e-05 1.530324e-11 8.898722e-16
2980 2.913016e+00 1 1.038804e-05 1.681025e-11 8.894309e-16
2990 2.922322e+00 1 1.039608e-05 1.681330e-11 8.889680e-16
3000 2.931624e+00 1 1.040495e-05 1.653239e-11 8.881443e-16
3010 2.940922e+00 1 1.041507e-05 1.729243e-11 8.874298e-16
3020 2.950217e+00 1 1.042590e-05 1.700436e-11 8.866594e-16
3030 2.959507e+00 1 1.043776e-05 1.672162e-11 8.859172e-16
3040 2.968794e+00 1 1.045047e-05 1.644411e-11 8.852018e-16
3050 2.978078e+00 1 1.046428e-05 1.633165e-11 8.846754e-16
3060 2.987357e+00 1 1.047820e-05 1.606220e-11 8.839949e-16
3070 2.996633e+00 1 1.049302e-05 1.579769e-11 8.833391e-16
3080 3.005905e+00 1 1.050851e-05 1.553802e-11 8.827072e-16
3090 3.015174e+00 1 1.052500e-05 1.618464e-11 8.821061e-16
3100 3.024438e+00 1 1.054131e-05 1.585134e-11 8.815060e-16
3110 3.033699e+00 1 1.055847e-05 1.559264e-11 8.809402e-16
3120 3.042957e+00 1 1.057635e-05 1.575326e-11 8.803953e-16
3130 3.052210e+00 1 1.059425e-05 1.549744e-11 8.798693e-16
3140 3.061460e+00 1 1.061272e-05 1.524626e-11 8.793621e-16
3150 3.070706e+00 1 1.063163e-05 1.676371e-11 8.790171e-16
