step time inner_iter continuity_l2 mom_u_l2 mom_v_l2
2090 3.817396e+00 1 2.660310e-05 3.079935e-12 3.112050e-15
2100 3.834203e+00 1 2.677388e-05 3.071318e-12 3.108377e-15
2110 3.850999e+00 1 2.694934e-05 3.062748e-12 3.104795e-15
2120 3.867786e+00 1 2.712889e-05 3.054221e-12 3.101302e-15
2130 3.884563e+00 1 2.731200e-05 3.045733e-12 3.097895e-15
2140 3.901330e+00 1 2.749820e-05 3.037281e-12 3.094572e-15
2150 3.918087e+00 1 2.768701e-05 3.028863e-12 3.091332e-15
2160 3.934834e+00 1 2.787802e-05 3.020477e-12 3.088173e-15
2170 3.951571e+00 1 2.807084e-05 3.012122e-12 3.085094e-15
2180 3.968299e+00 1 2.826511e-05 3.003796e-12 3.082092e-15
2190 3.985016e+00 1 2.846050e-05 2.995499e-12 3.079165e-15
2200 4.001724e+00 1 2.865670e-05 2.987230e-12 3.076314e-15
2210 4.018422e+00 1 2.885344e-05 2.978990e-12 3.073535e-15
2220 4.035110e+00 1 2.905046e-05 2.970778e-12 3.070827e-15
2230 4.051788e+00 1 2.924753e-05 2.962596e-12 3.068189e-15
2240 4.068456e+00 1 2.944443e-05 2.954443e-12 3.065619e-15
2250 4.085115e+00 1 2.964096e-05 2.946321e-12 3.063116e-15
2260 4.101764e+00 1 2.983695e-05 2.938231e-12 3.060678e-15
2270 4.118404e+00 1 3.003224e-05 2.930174e-12 3.058305e-15
2280 4.135033e+00 1 3.022668e-05 2.922152e-12 3.055995e-15
2290 4.151653e+00 1 3.042013e-05 2.914166e-12 3.053746e-15
2300 4.168264e+00 1 3.061249e-05 2.906218e-12 3.051557e-15
2310 4.184864e+00 1 3.080363e-05 2.898309e-12 3.049428e-15
2320 4.201455e+00 1 3.099347e-05 2.890442e-12 3.047357e-15
2330 4.218037e+00 1 3.118192e-05 2.882618e-12 3.045342e-15
2340 4.234609e+00 1 3.136890e-05 2.874839e-12 3.043384e-15
2350 4.251171e+00 1 3.155434e-05 2.867107e-12 3.041479e-15
2360 4.267724e+00 1 3.173820e-05 2.859424e-12 3.039629e-15
2370 4.284267e+00 1 3.192040e-05 2.851793e-12 3.037831e-15
2380 4.300801e+00 1 3.210094e-05 3.130937e-12 3.044370e-15
2390 4.317325e+00 1 3.227985e-05 3.125317e-12 3.042688e-15
2400 4.333840e+00 1 3.245700e-05 3.119767e-12 3.041055e-15
