step time f_darcy f_darcy_dpdx tau_avg u_bulk reynolds
1460 8.655612e-05 1.529821e-02 1.599549e-02 4.782036e-03 1.581361e+00 2.108482e+04
1470 8.655953e-05 1.547763e-02 1.632034e-02 4.741821e-03 1.565544e+00 2.087392e+04
1480 8.656295e-05 1.565867e-02 1.665192e-02 4.701763e-03 1.549879e+00 2.066506e+04
1490 8.656638e-05 1.584137e-02 1.699036e-02 4.661872e-03 1.534365e+00 2.045820e+04
1500 8.656983e-05 1.602576e-02 1.733580e-02 4.622158e-03 1.519001e+00 2.025335e+04
1510 8.657329e-05 1.621187e-02 1.768838e-02 4.582631e-03 1.503786e+00 2.005048e+04
1520 8.657676e-05 1.639972e-02 1.804825e-02 4.543300e-03 1.488718e+00 1.984957e+04
1530 8.658024e-05 1.658935e-02 1.841554e-02 4.504172e-03 1.473797e+00 1.965063e+04
1540 8.658374e-05 1.678080e-02 1.879042e-02 4.465254e-03 1.459022e+00 1.945362e+04
1550 8.658725e-05 1.697408e-02 1.917302e-02 4.426553e-03 1.444391e+00 1.925854e+04
1560 8.659077e-05 1.716923e-02 1.956351e-02 4.388075e-03 1.429903e+00 1.906537e+04
1570 8.659430e-05 1.736628e-02 1.996205e-02 4.349826e-03 1.415557e+00 1.887410e+04
1580 8.659785e-05 1.756527e-02 2.036878e-02 4.311810e-03 1.401353e+00 1.868470e+04
1590 8.660141e-05 1.776621e-02 2.078389e-02 4.274033e-03 1.387288e+00 1.849717e+04
1600 8.660499e-05 1.796914e-02 2.120754e-02 4.236498e-03 1.373362e+00 1.831149e+04
1610 8.660858e-05 1.817408e-02 2.163989e-02 4.199209e-03 1.359573e+00 1.812764e+04
1620 8.661218e-05 1.838108e-02 2.208113e-02 4.162170e-03 1.345920e+00 1.794561e+04
1630 8.661579e-05 1.859015e-02 2.253143e-02 4.125383e-03 1.332403e+00 1.776538e+04
1640 8.661942e-05 1.880133e-02 2.299097e-02 4.088851e-03 1.319020e+00 1.758693e+04
1650 8.662306e-05 1.901465e-02 2.345995e-02 4.052577e-03 1.305769e+00 1.741026e+04
1660 8.662671e-05 1.923013e-02 2.393855e-02 4.016563e-03 1.292650e+00 1.723534e+04
1670 8.663038e-05 1.944781e-02 2.442696e-02 3.980809e-03 1.279662e+00 1.706216e+04
1680 8.663406e-05 1.966772e-02 2.492539e-02 3.945319e-03 1.266803e+00 1.689071e+04
1690 8.663775e-05 1.988988e-02 2.543403e-02 3.910092e-03 1.254072e+00 1.672096e+04
1700 8.664146e-05 2.011432e-02 2.595309e-02 3.875130e-03 1.241468e+00 1.655290e+04
1710 8.664518e-05 2.034108e-02 2.648279e-02 3.840433e-03 1.228989e+00 1.638653e+04
1720 8.664891e-05 2.057017e-02 2.702333e-02 3.806003e-03 1.216636e+00 1.622181e+04
1730 8.665266e-05 2.080165e-02 2.757494e-02 3.771839e-03 1.204406e+00 1.605874e+04
1740 8.665642e-05 2.103552e-02 2.813783e-02 3.737942e-03 1.192298e+00 1.589730e+04
1750 8.666020e-05 2.127182e-02 2.871225e-02 3.704312e-03 1.180311e+00 1.573748e+04
1760 8.666399e-05 2.151059e-02 2.929841e-02 3.670948e-03 1.168444e+00 1.557926e+04
1770 8.666779e-05 2.175183e-02 2.989650e-02 3.637854e-03 1.156697e+00 1.542263e+04
1780 8.667161e-05 2.199556e-02 3.050678e-02 3.605029e-03 1.145069e+00 1.526759e+04
1790 8.667544e-05 2.224183e-02 3.112947e-02 3.572472e-03 1.133559e+00 1.511412e+04
1800 8.667928e-05 2.249066e-02 3.176484e-02 3.540182e-03 1.122165e+00 1.496220e+04
1810 8.668314e-05 2.274208e-02 3.241312e-02 3.508159e-03 1.110886e+00 1.481182e+04
1820 8.668701e-05 2.299611e-02 3.307459e-02 3.476401e-03 1.099722e+00 1.466295e+04
1830 8.669090e-05 2.325280e-02 3.374951e-02 3.444908e-03 1.088670e+00 1.451560e+04
1840 8.669480e-05 2.351216e-02 3.443815e-02 3.413679e-03 1.077730e+00 1.436974e+04
1850 8.669871e-05 2.377423e-02 3.514078e-02 3.382712e-03 1.066901e+00 1.422535e+04
1860 8.670264e-05 2.403904e-02 3.585769e-02 3.352006e-03 1.056182e+00 1.408243e+04
1870 8.670659e-05 2.430663e-02 3.658916e-02 3.321561e-03 1.045572e+00 1.394095e+04
1880 8.671054e-05 2.457701e-02 3.733549e-02 3.291373e-03 1.035068e+00 1.380091e+04
1890 8.671451e-05 2.485022e-02 3.809697e-02 3.261443e-03 1.024672e+00 1.366229e+04
1900 8.671850e-05 2.512630e-02 3.887391e-02 3.231769e-03 1.014380e+00 1.352507e+04
1910 8.672250e-05 2.540528e-02 3.966663e-02 3.202349e-03 1.004193e+00 1.338925e+04
